imdb_id,title,type,rated,Year,runtime,genre,actors,language,country,imdb_rating,imdb_votes
tt0092638,Benji the Hunted,movie,G,1987,88 min,"Adventure, Family","Benji, Frank Inn, Red Steagall, Nancy Francis",English,USA,6.3,"2,629"
tt0043067,Treasure Island,movie,PG,1950,96 min,"Adventure, Family","Bobby Driscoll, Robert Newton, Basil Sydney, Walter Fitzgerald",English,UK,6.9,"6,611"
tt0144262,The Jungle Book: Mowgli's Story,movie,G,1998,77 min,"Adventure, Family","Brandon Baker, Sherman Howard, Clancy Brown, Peri Gilpin",English,USA,4.2,625
tt2414212,Santa Paws 2: The Santa Pups,movie,G,2012,88 min,"Adventure, Family","Cheryl Ladd, Danny Woodburn, Kaitlyn Maher, Pat Finn",English,USA,4.9,"1,100"
tt0072728,The Boy Who Talked to Badgers,movie,N/A,1975,N/A,"Adventure, Family","Christian Juttner, Carl Betz, Salome Jens, Denver Pyle",English,USA,6.8,25
tt0054357,Swiss Family Robinson,movie,G,1960,126 min,"Adventure, Family","John Mills, Dorothy McGuire, James MacArthur, Janet Munro",English,USA,7.2,"13,189"
tt0097053,Cheetah,movie,G,1989,83 min,"Adventure, Family","Keith Coogan, Lucy Deakins, Colin Mothupi, Timothy Landfield",English,USA,6.1,801
tt0110157,Iron Will,movie,PG,1994,108 min,"Adventure, Family","Mackenzie Astin, Kevin Spacey, David Ogden Stiers, August Schellenberg",English,USA,6.6,"7,095"
tt0287003,A Tale of Two Critters,movie,G,1977,48 min,"Adventure, Family",Mayf Nutter,English,USA,7.1,59
tt0089385,The Journey of Natty Gann,movie,PG,1985,101 min,"Adventure, Family","Meredith Salenger, John Cusack, Ray Wise, Lainie Kazan",English,USA,7.0,"4,848"
tt0099816,Shipwrecked,movie,PG,1991,92 min,"Adventure, Family","Stian Smestad, Gabriel Byrne, Louisa Milwood-Haigh, Trond Peter StamsÃ¸ Munch",English,"Norway, Sweden, USA",6.7,"2,364"
tt0318850,The Young Black Stallion,movie,G,2003,50 min,"Adventure, Family, Drama","Richard Romanus, Biana Tamimi, Patrick Elyas, GÃ©rard Rudolf",English,USA,5.6,"1,008"
tt3602560,The Evermoor Chronicles,series,N/A,2014,30 min,"Adventure, Family, Fantasy","Alex Starke, Margaret Cabourn-Smith, Clive Rowe, Finney Cassidy",English,USA,6.1,396
tt3861390,Dumbo,movie,PG,2019,112 min,"Adventure, Family, Fantasy","Colin Farrell, Michael Keaton, Danny DeVito, Eva Green","English, French","USA, UK, Australia, Canada",6.3,"58,882"
tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",movie,PG,2005,143 min,"Adventure, Family, Fantasy","Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell","English, German, Brazilian Sign Language","UK, USA",6.9,"353,342"
tt1014759,Alice in Wonderland,movie,PG,2010,108 min,"Adventure, Family, Fantasy","Johnny Depp, Mia Wasikowska, Helena Bonham Carter, Anne Hathaway",English,USA,6.4,"371,772"
tt0274761,Halloweentown II: Kalabar's Revenge,movie,TV-PG,2001,81 min,"Adventure, Family, Fantasy","Kimberly J. Brown, Judith Hoag, Daniel Kountz, Joey Zimmerman",English,USA,6.5,"6,476"
tt3691740,The BFG,movie,PG,2016,117 min,"Adventure, Family, Fantasy","Mark Rylance, Ruby Barnhill, Penelope Wilton, Jemaine Clement",English,"USA, India, UK",6.4,"73,906"
tt0089908,Return to Oz,movie,PG,1985,113 min,"Adventure, Family, Fantasy, Horror, Mystery","Fairuza Balk, Nicol Williamson, Jean Marsh, Piper Laurie",English,"UK, USA",6.7,"23,581"
tt6139732,Aladdin,movie,PG,2019,128 min,"Adventure, Family, Fantasy, Musical, Romance","Will Smith, Mena Massoud, Naomi Scott, Marwan Kenzari","English, Arabic",USA,7.0,"204,537"
tt0072951,Escape to Witch Mountain,movie,G,1975,97 min,"Adventure, Family, Fantasy, Mystery, Sci-Fi","Eddie Albert, Ray Milland, Donald Pleasence, Kim Richards",English,USA,6.4,"8,810"
tt0052722,Darby O'Gill and the Little People,movie,APPROVED,1960,93 min,"Adventure, Family, Fantasy, Romance","Albert Sharpe, Janet Munro, Sean Connery, Jimmy O'Dea","English, Irish",USA,7.2,"6,664"
tt0093779,The Princess Bride,movie,PG,1987,98 min,"Adventure, Family, Fantasy, Romance","Cary Elwes, Mandy Patinkin, Chris Sarandon, Christopher Guest",English,USA,8.1,"377,085"
tt0050837,Perri,movie,APPROVED,1957,75 min,"Adventure, Family, Fantasy, Romance",Winston Hibler,English,USA,7.2,272
tt0052948,Journey to the Center of the Earth,movie,APPROVED,1959,129 min,"Adventure, Family, Fantasy, Romance, Sci-Fi","Pat Boone, James Mason, Arlene Dahl, Diane Baker","English, Swedish, French, Italian, Russian",USA,7.0,"15,008"
tt1620680,A Wrinkle in Time,movie,PG,2018,109 min,"Adventure, Family, Fantasy, Sci-Fi","Storm Reid, Oprah Winfrey, Reese Witherspoon, Mindy Kaling",English,USA,4.2,"38,659"
tt0111359,Tall Tale,movie,PG,1995,96 min,"Adventure, Family, Fantasy, Western","Patrick Swayze, Oliver Platt, Roger Aaron Brown, Nick Stahl",English,USA,5.9,"3,246"
tt8022928,Descendants 3,movie,TV-G,2019,106 min,"Adventure, Family, Musical","Dove Cameron, Cameron Boyce, Sofia Carson, Booboo Stewart",English,USA,6.7,"4,072"
tt0169247,So Weird,series,TV-Y7,1999,30 min,"Adventure, Family, Mystery, Thriller","Patrick Levis, Mackenzie Phillips, Belinda Metz, Dave 'Squatch' Ward",English,Canada,8.5,"2,519"
tt0075347,Treasure of Matecumbe,movie,G,1976,117 min,"Adventure, Family, Western","Robert Foxworth, Joan Hackett, Peter Ustinov, Vic Morrow",English,USA,6.3,412
tt9165706,Gordon Ramsay: Uncharted,series,N/A,2019,60 min,"Adventure, Reality-TV",Gordon Ramsay,N/A,N/A,7.9,316
tt0047775,The Adventures of Spin and Marty,series,N/A,1955,N/A,"Adventure, Western, Family","Dee Aaker, Tim Considine, David Stollery, Roy Barcroft",English,USA,8.2,166
tt7726152,Marvel Super Hero Adventures,series,N/A,2017,4 min,Animation,"Cole Howard, James Blight, Sam Vincent, Omari Newton",English,USA,6.1,63
tt7678620,Bluey,series,TV-Y,2019,N/A,Animation,"David McCormack, Melanie Zanetti",English,"Australia, UK",9.7,949
tt3688956,The New Yoda Chronicles: Escape from the Jedi Temple,movie,N/A,2014,22 min,Animation,"Eric Bauza, Michael Daingerfield, Anthony Daniels, Trevor Devall",English,"Denmark, China",7.5,161
tt3978590,The New Yoda Chronicles: Raid on Coruscant,movie,N/A,2014,22 min,Animation,"Eric Bauza, Michael Daingerfield, Anthony Daniels, Trevor Devall",English,"Denmark, China",7.5,65
tt4283838,The New Yoda Chronicles: Clash of the Skywalkers,movie,N/A,2014,22 min,Animation,"Eric Bauza, Michael Daingerfield, Anthony Daniels, Trevor Devall",English,"Denmark, China",7.4,54
tt6591446,Marvel Future Avengers,series,TV-PG,2017,N/A,Animation,"Max Mittelman, Dina Sherman, Xander Mobus, Kirk Thornton",Japanese,N/A,6.0,75
tt3008594,Minnie's Bow-Toons,series,N/A,2011,N/A,Animation,"Tress MacNeille, Nika Futterman, Russi Taylor, Avalon Robbins",English,USA,6.5,35
tt0108783,Gargoyles,series,TV-PG,1994,30 min,"Animation, Action, Adventure, Comedy, Crime, Drama, Family, Fantasy, Mystery, Romance, Thriller","Keith David, Salli Richardson-Whitfield, Jeff Bennett, Frank Welker",English,USA,8.1,"13,699"
tt0213334,Bonkers,series,TV-Y,1993,27 min,"Animation, Action, Adventure, Comedy, Crime, Family","Jim Cummings, Earl Boen, Frank Welker",English,USA,6.8,"1,188"
tt0098924,TaleSpin,series,TV-Y7,1990,30 min,"Animation, Action, Adventure, Comedy, Drama, Family, Fantasy, Mystery","Ed Gilbert, Jim Cummings, Sally Struthers, R.J. Williams",English,USA,7.6,"12,743"
tt0344864,Atlantis: Milo's Return,movie,G,2003,70 min,"Animation, Action, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi","James Arnold Taylor, Cree Summer, John Mahoney, Jacqueline Obradors","Norwegian, English",USA,5.1,"7,621"
tt0486761,Leroy & Stitch,movie,G,2006,73 min,"Animation, Action, Adventure, Comedy, Drama, Family, Sci-Fi","Daveigh Chase, Chris Sanders, David Ogden Stiers, Kevin McDonald",English,USA,6.2,"4,565"
tt4176370,Guardians of the Galaxy,series,TV-Y7,2015,22 min,"Animation, Action, Adventure, Comedy, Drama, Family, Sci-Fi","Kevin Michael Richardson, Vanessa Marshall, David Sobolov, Will Friedle",English,USA,7.4,"2,520"
tt0138967,Hercules,series,TV-Y,1998,30 min,"Animation, Action, Adventure, Comedy, Family, Fantasy","Tate Donovan, French Stewart, Sandra Bernhard, Robert Costanzo",English,USA,6.6,"9,244"
tt3793630,The Lion Guard,series,TV-Y,2016,30 min,"Animation, Action, Adventure, Comedy, Family, Fantasy, Music","Max Charles, Joshua Rush, Diamond White, Atticus Shaffer",English,USA,6.4,"1,371"
tt4902964,Tangled: The Series,series,TV-Y7,2017,21 min,"Animation, Action, Adventure, Comedy, Family, Fantasy, Musical","Mandy Moore, Zachary Levi, Eden Espinosa, Paul F. Tompkins","English, Czech",USA,7.6,"1,598"
tt5533228,Tangled: Before Ever After,movie,TV-Y7,2017,55 min,"Animation, Action, Adventure, Comedy, Family, Fantasy, Musical","Zachary Levi, Mandy Moore, Eden Espinosa, Clancy Brown",English,USA,6.6,"1,861"
tt5531466,DuckTales,series,TV-Y,2017,21 min,"Animation, Action, Adventure, Comedy, Family, Fantasy, Mystery, Sci-Fi","David Tennant, Ben Schwartz, Danny Pudi, Kate Micucci",English,USA,8.2,"5,051"
tt1865718,Gravity Falls,series,TV-Y7,2012,23 min,"Animation, Action, Adventure, Comedy, Family, Fantasy, Mystery, Sci-Fi","Jason Ritter, Alex Hirsch, Kristen Schaal, Linda Cardellini",English,USA,8.9,"63,771"
tt0446724,Kim Possible: So the Drama,movie,TV-G,2005,71 min,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi","Christy Carlson Romano, Will Friedle, Nancy Cartwright, Tahj Mowry",English,USA,7.1,"3,728"
tt1825918,Phineas and Ferb the Movie: Across the 2nd Dimension,movie,TV-G,2011,78 min,"Animation, Action, Adventure, Comedy, Family, Musical, Sci-Fi","Vincent Martella, Ashley Tisdale, Thomas Brodie-Sangster, Caroline Rhea",English,USA,7.4,"7,624"
tt0278866,Kim Possible,series,TV-G,2002,30 min,"Animation, Action, Adventure, Comedy, Family, Mystery, Romance, Sci-Fi","Christy Carlson Romano, Will Friedle, Nancy Cartwright, Tahj Mowry",English,"USA, Philippines, South Korea",7.2,"22,207"
tt0101076,Darkwing Duck,series,TV-Y7,1991,30 min,"Animation, Action, Adventure, Comedy, Family, Mystery, Sci-Fi","Jim Cummings, Terence McGovern, Christine Cavanaugh",English,USA,7.6,"13,689"
tt0364774,Lilo & Stitch: The Series,series,TV-Y,2003,22 min,"Animation, Action, Adventure, Comedy, Family, Sci-Fi","Daveigh Chase, Chris Sanders, David Ogden Stiers, Jillian Henry",English,USA,6.7,"7,344"
tt5515212,Big Hero 6: The Series,series,TV-Y7,2017,21 min,"Animation, Action, Adventure, Comedy, Family, Sci-Fi","Scott Adsit, Ryan Potter, Brooks Wheelan, Khary Payton",English,USA,7.1,"1,154"
tt4855868,Lego Star Wars: Droid Tales,series,N/A,2015,23 min,"Animation, Action, Adventure, Comedy, Sci-Fi","Anthony Daniels, Tom Kane, Trevor Devall, Eric Bauza",English,USA,7.5,617
tt1722512,Ultimate Spider-Man,series,TV-Y7,2012,23 min,"Animation, Action, Adventure, Comedy, Sci-Fi","Drake Bell, Ogie Banks, Chi McBride, Logan Miller",English,USA,7.1,"9,725"
tt2455514,Hulk and the Agents of S.M.A.S.H.,series,TV-Y7,2013,23 min,"Animation, Action, Adventure, Comedy, Sci-Fi","Fred Tatasciore, Clancy Brown, Seth Green, Ben Diskin",English,USA,6.1,"2,473"
tt7249258,Ant-Man,series,N/A,2017,2 min,"Animation, Action, Adventure, Comedy, Sci-Fi",Josh Keaton,English,USA,6.7,246
tt9297164,Lego Star Wars: All-Stars,series,TV-Y7,2018,22 min,"Animation, Action, Adventure, Comedy, Sci-Fi","Matthew Wood, John DiMaggio, Dana Snyder, Montse Hernandez",English,USA,6.5,127
tt0458290,Star Wars: The Clone Wars,series,TV-PG,2008,23 min,"Animation, Action, Adventure, Drama, Fantasy, Sci-Fi","Tom Kane, Dee Bradley Baker, Matt Lanter, James Arnold Taylor",English,USA,8.1,"47,308"
tt0772145,Wolverine and the X-Men,series,TV-Y7,2009,23 min,"Animation, Action, Adventure, Drama, Sci-Fi","Steve Blum, Jim Ward, Nolan North, Fred Tatasciore",English,USA,8.0,"9,497"
tt0317705,The Incredibles,movie,PG,2004,115 min,"Animation, Action, Adventure, Family","Craig T. Nelson, Holly Hunter, Samuel L. Jackson, Jason Lee","English, French",USA,8.0,"633,057"
tt0088814,The Black Cauldron,movie,PG,1985,80 min,"Animation, Action, Adventure, Family, Fantasy, Horror","Grant Bardsley, Susan Sheridan, Freddie Jones, Nigel Hawthorne","English, Portuguese","USA, UK",6.4,"29,395"
tt4549142,Elena of Avalor,series,TV-Y,2016,24 min,"Animation, Action, Adventure, Family, Fantasy, Musical","Aimee Carrero, Jillian Rose Reed, Joseph Haro, Jorge Diaz",English,USA,6.4,998
tt2930604,Star Wars Rebels,series,TV-Y7-FV,2014,22 min,"Animation, Action, Adventure, Family, Fantasy, Mystery, Sci-Fi","Taylor Gray, Dave Filoni, Vanessa Marshall, Freddie Prinze Jr.",English,USA,8.0,"24,977"
tt0230011,Atlantis: The Lost Empire,movie,PG,2001,95 min,"Animation, Action, Adventure, Family, Fantasy, Sci-Fi","Corey Burton, Claudia Christian, Michael J. Fox, James Garner","English, French, Spanish",USA,6.9,"98,258"
tt4148744,PJ Masks,series,TV-Y,2015,24 min,"Animation, Action, Adventure, Family, Fantasy, Sci-Fi","Kyle Breitkopf, Addison Holley, Juan Luis Bonilla, Brianna Daguanno","French, English","France, UK",5.7,696
tt1185834,Star Wars: The Clone Wars,movie,PG,2008,98 min,"Animation, Action, Adventure, Family, Fantasy, Sci-Fi","Matt Lanter, Ashley Eckstein, James Arnold Taylor, Dee Bradley Baker",English,USA,5.9,"53,973"
tt0081938,Spider-Man,series,N/A,1981,30 min,"Animation, Action, Adventure, Family, Fantasy, Sci-Fi","Ted Schwartz, William Woodson, Mona Marshall, Morgan Lofting",English,USA,7.0,943
tt3221698,Iron Man & Hulk: Heroes United,movie,PG,2013,71 min,"Animation, Action, Adventure, Family, Sci-Fi","Adrian Pasdar, Fred Tatasciore, Dee Bradley Baker, Robin Atkin Downes",English,USA,4.7,"2,012"
tt0112175,Spider-Man: The Animated Series,series,TV-Y,1994,23 min,"Animation, Action, Adventure, Family, Sci-Fi","Christopher Daniel Barnes, Sara Ballantine, Edward Asner, Roscoe Lee Browne",English,USA,8.3,"24,829"
tt1812523,TRON: Uprising,series,TV-Y7,2012,30 min,"Animation, Action, Adventure, Family, Sci-Fi","Elijah Wood, Tricia Helfer, Charlie Bean, Elizabeth Ho",English,USA,8.2,"7,409"
tt2245084,Big Hero 6,movie,PG,2014,102 min,"Animation, Action, Adventure, Family, Sci-Fi","Scott Adsit, Ryan Potter, Daniel Henney, T.J. Miller",English,USA,7.8,"393,016"
tt1305591,Mars Needs Moms,movie,PG,2011,88 min,"Animation, Action, Adventure, Family, Sci-Fi","Seth Green, Dan Fogler, Joan Cusack, Elisabeth Harnois",English,USA,5.4,"20,441"
tt0115215,The Incredible Hulk,series,TV-Y7,1996,20 min,"Animation, Action, Adventure, Fantasy, Sci-Fi","Lou Ferrigno, Neal McDonough, John Vernon, Mark Hamill",English,USA,6.8,"2,643"
tt8336340,Star Wars Resistance,series,TV-Y7,2018,30 min,"Animation, Action, Adventure, Sci-Fi","Christopher Sean, Scott Lawrence, Josh Brener, Suzie McGrath",English,USA,4.9,"3,403"
tt11483514,Marvel Rising: Playing with Fire,movie,TV-Y7-FV,2019,44 min,"Animation, Action, Adventure, Sci-Fi","Dove Cameron, Kathreen Khavari, Tyler Posey, Cierra Ramirez",English,USA,5.5,61
tt0203247,Avengers: United They Stand,series,TV-Y7,1999,30 min,"Animation, Action, Adventure, Sci-Fi","Linda Ballantyne, Tony Daniels, Ron Rubin, Martin Roach",English,"France, Canada, USA",5.5,682
tt0115218,Iron Man,series,TV-Y7,1994,30 min,"Animation, Action, Adventure, Sci-Fi","Robert Hays, John Reilly, Jim Cummings, Dorian Harewood",English,USA,6.7,"2,638"
tt2455546,Avengers Assemble,series,TV-Y7,2013,23 min,"Animation, Action, Adventure, Sci-Fi","Roger Craig Smith, Troy Baker, Fred Tatasciore, Travis Willingham",English,USA,7.0,"6,168"
tt0083481,Spider-Man and His Amazing Friends,series,TV-Y7,1981,22 min,"Animation, Action, Comedy, Crime, Family, Sci-Fi","June Foray, Dan Gilvezan, Kathy Garver, Frank Welker",English,USA,7.2,"2,704"
tt0279967,Mulan II,movie,G,2004,79 min,"Animation, Action, Comedy, Family, Musical","Ming-Na Wen, BD Wong, Mark Moseley, Lucy Liu",English,"USA, South Korea, Singapore, Russia, Malaysia, Kazakhstan, Taiwan, Hong Kong, Japan, China, India, Syria, Iran, Egypt, Pakistan",5.7,"20,851"
tt2283584,Phineas and Ferb: Mission Marvel,episode,TV-G,2013,45 min,"Animation, Action, Comedy, Family, Musical, Sci-Fi","Vincent Martella, Ashley Tisdale, Thomas Brodie-Sangster, Caroline Rhea",Brazilian Sign Language,N/A,8.3,419
tt0852863,Phineas and Ferb,series,TV-G,2007,15 min,"Animation, Action, Comedy, Family, Musical, Sci-Fi","Vincent Martella, Ashley Tisdale, Thomas Brodie-Sangster, Dan Povenmire",English,USA,7.9,"31,287"
tt3067144,Phineas and Ferb: Star Wars,episode,TV-G,2014,51 min,"Animation, Action, Comedy, Family, Musical, Sci-Fi","Vincent Martella, Ella Kennedy, Ashley Tisdale, Thomas Brodie-Sangster","English, Brazilian Sign Language",USA,8.2,492
tt1388589,The Super Hero Squad Show,series,TV-Y7,2009,N/A,"Animation, Action, Comedy, Family, Sci-Fi","Tom Kenny, David Boat, Steve Blum, Travis Willingham",English,USA,6.1,"1,410"
tt0115269,Mighty Ducks,series,TV-Y7,1996,30 min,"Animation, Action, Comedy, Family, Sci-Fi, Sport","Jeff Bennett, Brad Garrett, Jennifer Hale, Steve Mackall",English,USA,6.5,"1,155"
tt7728344,Marvel Rising: Secret Warriors,movie,N/A,2018,80 min,"Animation, Action, Comedy, Fantasy, Sci-Fi","Dee Bradley Baker, Chloe Bennet, Kathreen Khavari, Andrew Kishino",English,USA,5.1,854
tt5459566,Lego Star Wars: The Freemaker Adventures,series,TV-Y7,2016,23 min,"Animation, Action, Comedy, Fantasy, Sci-Fi","Vanessa Lengies, Nicolas Cantu, Matthew Wood, Eugene Byrd",English,USA,7.5,680
tt0247827,X-Men: Evolution,series,TV-Y7,2000,23 min,"Animation, Action, Drama, Fantasy, Romance, Sci-Fi, Thriller","Kirby Morrow, Venus Terzo, David Kaye, Brad Swaile",English,USA,7.9,"9,763"
tt1626038,The Avengers: Earth's Mightiest Heroes,series,TV-Y7,2010,30 min,"Animation, Action, Family, Sci-Fi","Eric Loomis, Colleen O'Shaughnessey, Brian Bloom, Rick D. Wasserman",English,USA,8.3,"12,505"
tt0103584,X-Men: The Animated Series,series,TV-Y7,1992,23 min,"Animation, Action, Family, Sci-Fi, Thriller","Cathal J. Dodd, George Buza, Norm Spencer, Cedric Smith",English,"USA, Canada",8.4,"36,206"
tt0187635,Fantastic Four: The Animated Series,series,N/A,1994,22 min,"Animation, Action, Sci-Fi","Beau Weaver, Lori Alan, Chuck McCann, Quinton Flynn",English,USA,6.4,"2,886"
tt0462538,The Simpsons Movie,movie,PG-13,2007,87 min,"Animation, Adventure, Comedy","Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith",English,USA,7.3,"302,244"
tt1378123,Rescue Squad Mater,episode,Not Rated,2008,36 min,"Animation, Adventure, Comedy","Keith Ferguson, Larry the Cable Guy",English,USA,6.3,272
tt1788785,Moon Mater,episode,TV-G,2010,5 min,"Animation, Adventure, Comedy","Larry the Cable Guy, Keith Ferguson, Josh Cooley, Elissa Knight",N/A,N/A,6.3,178
tt0096438,Who Framed Roger Rabbit,movie,PG,1988,104 min,"Animation, Adventure, Comedy, Crime, Family, Fantasy, Mystery","Bob Hoskins, Christopher Lloyd, Joanna Cassidy, Charles Fleischer",English,USA,7.7,"175,505"
tt2948356,Zootopia,movie,PG,2016,108 min,"Animation, Adventure, Comedy, Crime, Family, Mystery","Ginnifer Goodwin, Jason Bateman, Idris Elba, Jenny Slate",English,USA,8.0,"410,437"
tt0397892,Bolt,movie,PG,2008,96 min,"Animation, Adventure, Comedy, Drama, Family","John Travolta, Miley Cyrus, Susie Essman, Mark Walton",English,USA,6.8,"182,591"
tt2096673,Inside Out,movie,PG,2015,95 min,"Animation, Adventure, Comedy, Drama, Family, Fantasy","Amy Poehler, Phyllis Smith, Richard Kind, Bill Hader",English,USA,8.2,"577,209"
tt1979388,The Good Dinosaur,movie,PG,2015,93 min,"Animation, Adventure, Comedy, Drama, Family, Fantasy","Jeffrey Wright, Frances McDormand, Maleah Nipay-Padilla, Ryan Teeple",English,USA,6.7,"97,413"
tt0382932,Ratatouille,movie,G,2007,111 min,"Animation, Adventure, Comedy, Drama, Family, Fantasy","Patton Oswalt, Ian Holm, Lou Romano, Brian Dennehy","English, French",USA,8.0,"612,483"
tt0275847,Lilo & Stitch,movie,PG,2002,85 min,"Animation, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi","Daveigh Chase, Chris Sanders, Tia Carrere, David Ogden Stiers","English, Hawaiian",USA,7.2,"160,264"
tt0187819,Doug's 1st Movie,movie,G,1999,77 min,"Animation, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi","Thomas McHugh, Fred Newman, Chris Phillips, Constance Shulman",English,USA,5.0,"2,868"
tt0384696,Winnie the Pooh: Springtime with Roo,movie,G,2004,65 min,"Animation, Adventure, Comedy, Drama, Family, Musical","Jim Cummings, Ken Sansom, Jimmy Bennett, David Ogden Stiers","English, Arabic",USA,6.5,"1,634"
tt0257778,The Hunchback of Notre Dame 2: The Secret of the Bell,movie,G,2002,68 min,"Animation, Adventure, Comedy, Drama, Family, Musical, Romance","Jason Alexander, Jennifer Love Hewitt, Tom Hulce, Paul Kandel",English,USA,4.7,"5,645"
tt0048280,Lady and the Tramp,movie,G,1955,76 min,"Animation, Adventure, Comedy, Drama, Family, Romance","Peggy Lee, Larry Roberts, Bill Baucom, Verna Felton",English,USA,7.3,"116,990"
tt0756522,Little Einsteins,series,TV-Y,2005,30 min,"Animation, Adventure, Comedy, Family","Aiden Pompey, Jesse Schwartz, Natalia Wojcik, Erica Huang",English,USA,6.2,"1,143"
tt0092345,DuckTales,series,TV-G,1987,23 min,"Animation, Adventure, Comedy, Family","Alan Young, Russi Taylor, Chuck McCann, Terence McGovern",English,USA,8.1,"27,880"
tt0266543,Finding Nemo,movie,G,2003,100 min,"Animation, Adventure, Comedy, Family","Albert Brooks, Ellen DeGeneres, Alexander Gould, Willem Dafoe",English,"USA, Australia",8.1,"911,647"
tt1725902,Fish Hooks,series,TV-G,2010,22 min,"Animation, Adventure, Comedy, Family","Chelsea Kane, Justin Roiland, Kyle Massey",English,USA,4.6,"2,882"
tt0120623,A Bug's Life,movie,G,1998,95 min,"Animation, Adventure, Comedy, Family","Dave Foley, Kevin Spacey, Julia Louis-Dreyfus, Hayden Panettiere",English,USA,7.2,"257,065"
tt1049413,Up,movie,PG,2009,96 min,"Animation, Adventure, Comedy, Family","Edward Asner, Christopher Plummer, Jordan Nagai, Bob Peterson",English,USA,8.2,"895,906"
tt2277860,Finding Dory,movie,PG,2016,97 min,"Animation, Adventure, Comedy, Family","Ellen DeGeneres, Albert Brooks, Ed O'Neill, Kaitlin Olson","English, Indonesian",USA,7.3,"227,414"
tt0112197,Timon & Pumbaa,series,TV-Y,1995,22 min,"Animation, Adventure, Comedy, Family","Ernie Sabella, Kevin Schon","English, Telugu",USA,7.1,"8,549"
tt1378121,El Materdor,episode,N/A,2008,36 min,"Animation, Adventure, Comedy, Family","Keith Ferguson, Larry the Cable Guy",English,USA,6.4,283
tt0405469,The Wild,movie,G,2006,82 min,"Animation, Adventure, Comedy, Family","Kiefer Sutherland, Jim Belushi, Eddie Izzard, Janeane Garofalo",English,"Canada, USA",5.3,"23,206"
tt1511164,Unidentified Flying Mater,episode,N/A,2009,36 min,"Animation, Adventure, Comedy, Family","Larry the Cable Guy, Keith Ferguson, George Carlin, Guido Quaroni",N/A,N/A,6.4,316
tt2166364,Time Travel Mater,episode,G,2012,6 min,"Animation, Adventure, Comedy, Family","Larry the Cable Guy, Keith Ferguson, John Michael Higgins, Katherine Helmond",N/A,N/A,6.2,535
tt0126170,Recess,series,TV-Y,1997,23 min,"Animation, Adventure, Comedy, Family","Rickey D'Shon Collins, Jason Davis, Ashley Johnson, Pamela Adlon",English,USA,7.8,"21,355"
tt0055254,One Hundred and One Dalmatians,movie,G,1961,79 min,"Animation, Adventure, Comedy, Family","Rod Taylor, J. Pat O'Malley, Betty Lou Gerson, Martha Wentworth",English,USA,7.2,"146,668"
tt0099472,DuckTales the Movie: Treasure of the Lost Lamp,movie,G,1990,74 min,"Animation, Adventure, Comedy, Family, Fantasy","Alan Young, Terence McGovern, Russi Taylor, Richard Libertini",English,"France, USA",6.9,"24,234"
tt6110430,Lego Frozen Northern Lights,series,TV-Y7,2016,N/A,"Animation, Adventure, Comedy, Family, Fantasy","Ashlyn Faith Williams, Josh Gad, Jonathan Groff, Idina Menzel",English,USA,5.7,401
tt1453405,Monsters University,movie,G,2013,104 min,"Animation, Adventure, Comedy, Family, Fantasy","Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren",English,USA,7.3,"308,588"
tt0076618,The Rescuers,movie,G,1977,78 min,"Animation, Adventure, Comedy, Family, Fantasy","Bob Newhart, Eva Gabor, Geraldine Page, Joe Flynn",English,USA,6.9,"55,743"
tt0120917,The Emperor's New Groove,movie,G,2000,78 min,"Animation, Adventure, Comedy, Family, Fantasy","David Spade, John Goodman, Eartha Kitt, Patrick Warburton",English,USA,7.3,"171,721"
tt0328880,Brother Bear,movie,G,2003,85 min,"Animation, Adventure, Comedy, Family, Fantasy","Joaquin Phoenix, Jeremy Suarez, Jason Raize, Rick Moranis","English, Inuktitut, Croatian, Serbian",USA,6.8,"92,453"
tt1772341,Wreck-It Ralph,movie,PG,2012,101 min,"Animation, Adventure, Comedy, Family, Fantasy","John C. Reilly, Sarah Silverman, Jack McBrayer, Jane Lynch",English,USA,7.7,"365,043"
tt0198781,"Monsters, Inc.",movie,G,2001,92 min,"Animation, Adventure, Comedy, Family, Fantasy","John Goodman, Billy Crystal, Mary Gibbs, Steve Buscemi",English,USA,8.0,"779,728"
tt1217209,Brave,movie,PG,2012,93 min,"Animation, Adventure, Comedy, Family, Fantasy","Kelly Macdonald, Billy Connolly, Emma Thompson, Julie Walters",English,"USA, UK",7.1,"357,239"
tt0465925,Brother Bear 2,movie,G,2006,74 min,"Animation, Adventure, Comedy, Family, Fantasy","Patrick Dempsey, Mandy Moore, Jeremy Suarez, Rick Moranis",English,USA,6.2,"13,878"
tt0268380,Ice Age,movie,PG,2002,81 min,"Animation, Adventure, Comedy, Family, Fantasy","Ray Romano, John Leguizamo, Denis Leary, Goran Visnjic",English,USA,7.5,"421,204"
tt1979376,Toy Story 4,movie,G,2019,100 min,"Animation, Adventure, Comedy, Family, Fantasy","Tom Hanks, Tim Allen, Annie Potts, Tony Hale",English,USA,7.8,"172,068"
